full_name,email,returned,churn_probability
"Olszewski, Norma",norma.olszewski@gmail.com,True,10.0
"Dozier, Noelle",noelle.dozier@yahoo.co.uk,False,21.0
"Gulbranson, Neely",neely.gulbranson@yahoo.co.in,False,98.0
"Hersey, Norberto",norberto.hersey@gmail.com,False,100.0
"Quevedo, Norman",norman.quevedo@aol.com,False,42.0
"Ranson, Nickolas",nickolas.ranson@earthlink.net,True,65.0
"Remer, Nidia",nidia.remer@yahoo.com,True,39.0
"Senior, Nancee",nancee.senior@cox.net,True,80.0
"Witherspoon, Norbert",norbert.witherspoon@hotmail.com,True,1.0
"Zank, Neomi",neomi.zank@gmail.com,False,39.0
"Dewar, Nyla",nyla.dewar@aol.com,False,92.0
"Fan, Nicholas",nicholas.fan@shell.com,False,99.0
"Farley, Niesha",niesha.farley@yahoo.com,True,16.0
"Fogarty, Nicholas",nicholas.fogarty@gmail.com,False,100.0
"Sublett, Natalie",natalie.sublett@yahoo.co.in,False,45.0
"Elsberry, Nelle",nelle.elsberry@gmail.com,True,1.0
"Holliday, Nathan",nathan.holliday@aol.com,True,18.0
"Kania, Norbert",norbert.kania@charter.net,False,100.0
"Kostka, Ngoc",ngoc.kostka@sbcglobal.net,True,53.0
"Leclair, Norberto",norberto.leclair@gmail.com,True,7.000000000000001
"Mickelson, Norah",norah.mickelson@yahoo.com,False,100.0
"Prudhomme, Nora",nora.prudhomme@exxonmobil.com,True,32.0
"Sipp, Nubia",nubia.sipp@gmail.com,True,26.0
"Spicher, Nolan",nolan.spicher@gmail.com,True,2.0
"Toliver, Noe",noe.toliver@aol.com,True,73.0
"Zeringue, Nena",nena.zeringue@hotmail.com,False,47.0
"Bennette, Nickolas",nickolas.bennette@msn.com,True,55.00000000000001
"Bourque, Nathanael",nathanael.bourque@gmail.com,True,68.0
"Carignan, Nubia",nubia.carignan@gmail.com,False,69.0
"Gosnell, Naoma",naoma.gosnell@verizon.net,False,98.0
"Kimmel, Nestor",nestor.kimmel@hotmail.com,False,99.0
"Lacher, Nicholas",nicholas.lacher@gmail.com,False,54.0
"Luedtke, Noe",noe.luedtke@hotmail.co.uk,False,94.0
"Pinder, Noelle",noelle.pinder@yahoo.com,False,98.0
"Sandford, Nicki",nicki.sandford@gmail.com,True,9.0
"Schimmel, Noel",noel.schimmel@gmail.com,False,99.0
"Tynan, Nolan",nolan.tynan@verizon.net,False,98.0
"Watters, Nanci",nanci.watters@ibm.com,True,17.0
"Woolum, Nicki",nicki.woolum@ibm.com,False,70.0
"Dewey, Numbers",numbers.dewey@rediffmail.com,True,68.0
"Difranco, Nelson",nelson.difranco@yahoo.com,True,28.999999999999996
"Graybeal, Ned",ned.graybeal@walmart.com,False,98.0
"Kresge, Ned",ned.kresge@hotmail.com,False,99.0
"Mccune, Nakia",nakia.mccune@gmail.com,True,20.0
"Minjares, Nedra",nedra.minjares@gmail.com,False,100.0
"Powe, Nichelle",nichelle.powe@gmail.com,True,19.0
"Rasnick, Naomi",naomi.rasnick@bp.com,True,14.000000000000002
"Wass, Napoleon",napoleon.wass@aol.com,True,4.0
"Wuest, Norma",norma.wuest@gmail.com,False,41.0
"Cluff, Neal",neal.cluff@gmail.com,True,10.0
"Dinh, Nolan",nolan.dinh@microsoft.com,False,99.0
"Fulbright, Nicholas",nicholas.fulbright@hotmail.co.uk,True,25.0
"Glidden, Normand",normand.glidden@gmail.com,False,95.0
"Hukill, Norbert",norbert.hukill@gmail.com,True,5.0
"Lundberg, Natosha",natosha.lundberg@hotmail.com,True,48.0
"Mondragon, Nelly",nelly.mondragon@btinternet.com,True,62.0
"Simone, Nila",nila.simone@charter.net,True,12.0
"Boykins, Nilda",nilda.boykins@hotmail.com,True,33.0
"Claybrooks, Nelly",nelly.claybrooks@gmail.com,False,98.0
"Stookey, Nelson",nelson.stookey@rediffmail.com,True,3.0
"Troutt, Ngan",ngan.troutt@outlook.com,True,72.0
"Charboneau, Naida",naida.charboneau@ntlworld.com,False,88.0
"Charpentier, Ngoc",ngoc.charpentier@cox.net,True,32.0
"Gibbon, Nicholas",nicholas.gibbon@hotmail.com,True,5.0
"Grajeda, Natashia",natashia.grajeda@verizon.net,False,100.0
"Herrell, Nigel",nigel.herrell@comcast.net,True,1.0
"Lucero, Nikia",nikia.lucero@aol.com,False,68.0
"Pickle, Ninfa",ninfa.pickle@aol.com,False,100.0
"Sadowski, Nick",nick.sadowski@gmail.com,False,44.0
"Castagna, Noella",noella.castagna@hotmail.com,True,10.0
"Foye, Nguyet",nguyet.foye@cox.net,False,99.0
"Hasan, Natashia",natashia.hasan@aol.com,True,18.0
"Kapp, Ned",ned.kapp@msn.com,False,77.0
"More, Nathanael",nathanael.more@yahoo.ca,True,59.0
"Mowers, Nan",nan.mowers@sbcglobal.net,True,88.0
"Parramore, Nelle",nelle.parramore@ntlworld.com,True,82.0
"Preston, Nona",nona.preston@aol.com,True,12.0
"Weibel, Neal",neal.weibel@hotmail.com,False,99.0
"Wiltz, Nyla",nyla.wiltz@hotmail.co.uk,True,33.0
"Andujar, Natalya",natalya.andujar@earthlink.net,True,68.0
"Baptista, Nakesha",nakesha.baptista@bellsouth.net,False,61.0
"Dibble, Nickole",nickole.dibble@gmail.com,True,23.0
"Eckhardt, Norris",norris.eckhardt@yahoo.co.uk,False,100.0
"Giddens, Neda",neda.giddens@gmail.com,True,3.0
"Goodale, Nathanael",nathanael.goodale@ibm.com,True,27.0
"Kincaid, Ninfa",ninfa.kincaid@hotmail.com,False,55.00000000000001
"Klopp, Nicky",nicky.klopp@comcast.net,False,100.0
"Marano, Norman",norman.marano@aol.com,True,43.0
"Munsell, Nelida",nelida.munsell@charter.net,True,42.0
"Slusher, Nancee",nancee.slusher@msn.com,False,99.0
"Weitz, Noble",noble.weitz@yahoo.com,True,48.0
"Beebe, Numbers",numbers.beebe@yahoo.ca,True,11.0
"Broadnax, Nell",nell.broadnax@yahoo.co.in,False,100.0
"Cales, Noble",noble.cales@apple.com,False,100.0
"Ferrara, Nathaniel",nathaniel.ferrara@sbcglobal.net,True,30.0
"Gerst, Noelia",noelia.gerst@gmail.com,False,99.0
"Maier, Neville",neville.maier@gmail.com,True,36.0
"Mcelligott, Natacha",natacha.mcelligott@gmail.com,True,4.0
"Burnette, Neva",neva.burnette@aol.com,False,94.0
"Canales, Newton",newton.canales@gmail.com,False,100.0
"Caouette, Ngan",ngan.caouette@yahoo.co.uk,True,28.000000000000004
"Eastep, Nicolasa",nicolasa.eastep@hotmail.com,True,34.0
"Mchugh, Nestor",nestor.mchugh@gmail.com,True,21.0
"Murdock, Nathan",nathan.murdock@yahoo.com,False,97.0
"Rudy, Nichol",nichol.rudy@walmart.com,False,96.0
"Witkowski, Nedra",nedra.witkowski@bellsouth.net,True,66.0
"Zurcher, Naomi",naomi.zurcher@aol.com,True,28.000000000000004
"Bull, Numbers",numbers.bull@gmail.com,False,100.0
"Clute, Nora",nora.clute@gmail.com,True,15.0
"Earle, Norris",norris.earle@hotmail.com,True,56.00000000000001
"Hand, Nancey",nancey.hand@hotmail.com,True,43.0
"Mance, Norma",norma.mance@gmail.com,False,96.0
"Obryant, Normand",normand.obryant@bellsouth.net,False,99.0
"Parkin, Numbers",numbers.parkin@gmail.com,False,100.0
"Shipp, Norman",norman.shipp@gmail.com,True,25.0
"Siple, Neal",neal.siple@verizon.net,True,37.0
"Tague, Numbers",numbers.tague@hotmail.com,False,98.0
"Thao, Nereida",nereida.thao@ntlworld.com,True,6.0
"Bowlby, Nick",nick.bowlby@gmail.com,False,71.0
"Dauphin, Nakesha",nakesha.dauphin@microsoft.com,True,7.000000000000001
"Fritz, Newton",newton.fritz@shaw.ca,True,1.0
"Papineau, Noe",noe.papineau@aol.com,True,14.000000000000002
"Storey, Nga",nga.storey@bellsouth.net,False,99.0
"Waiters, Nilsa",nilsa.waiters@hotmail.com,True,9.0
"Weed, Nigel",nigel.weed@yahoo.com,False,100.0
"Brockman, Nikia",nikia.brockman@msn.com,False,100.0
"Eberhart, Nicholas",nicholas.eberhart@gmail.com,False,91.0
"Fraga, Nicki",nicki.fraga@aol.com,False,56.00000000000001
"Gans, Nova",nova.gans@aol.com,False,72.0
"Herrod, Nestor",nestor.herrod@aol.com,False,98.0
"Lanoue, Nicole",nicole.lanoue@cox.net,False,66.0
"Lock, Neely",neely.lock@hotmail.com,True,38.0
"Philips, Newton",newton.philips@bellsouth.net,False,97.0
"Ralls, Nelson",nelson.ralls@gmail.com,True,47.0
"Selzer, Numbers",numbers.selzer@walmart.com,True,5.0
"Boehm, Nan",nan.boehm@aol.com,False,100.0
"Bullis, Norman",norman.bullis@gmail.com,False,99.0
"Desir, Ned",ned.desir@hotmail.com,True,11.0
"Gammage, Norris",norris.gammage@yahoo.com,False,100.0
"Hughes, Natasha",natasha.hughes@aol.com,False,100.0
"Lomonaco, Noble",noble.lomonaco@hotmail.com,False,82.0
"Reeves, Nyla",nyla.reeves@aol.com,True,3.0
"Reis, Nestor",nestor.reis@aol.com,True,3.0
"Schiro, Nicky",nicky.schiro@yahoo.com,False,92.0
"Agosto, Nestor",nestor.agosto@aol.com,True,48.0
"Bragg, Norris",norris.bragg@comcast.net,True,5.0
"Conboy, Nicky",nicky.conboy@aol.com,False,100.0
"Crosslin, Norbert",norbert.crosslin@bellsouth.net,True,44.0
"Hembree, Noble",noble.hembree@aol.com,False,99.0
"Lasley, Nicky",nicky.lasley@gmail.com,False,64.0
"Lombardo, Naida",naida.lombardo@gmail.com,True,5.0
"Lovins, Nestor",nestor.lovins@aol.com,True,28.999999999999996
"Mak, Nolan",nolan.mak@aol.com,False,97.0
"Mcauliffe, Nana",nana.mcauliffe@hotmail.com,True,51.0
"Na, Nickolas",nickolas.na@aol.com,True,3.0
"Sabella, Nolan",nolan.sabella@gmail.com,False,85.0
"Westra, Nestor",nestor.westra@yahoo.com,True,3.0
"Whitson, Noe",noe.whitson@hotmail.com,False,97.0
"Holifield, Norbert",norbert.holifield@gmail.com,False,99.0
"Kammerer, Noel",noel.kammerer@aol.com,False,68.0
"Kibler, Noe",noe.kibler@aol.com,False,71.0
"Span, Nestor",nestor.span@aol.com,True,28.999999999999996
"Hitchens, Ozie",ozie.hitchens@aol.com,True,4.0
"Martens, Olen",olen.martens@gmail.com,False,85.0
"Pepin, Otis",otis.pepin@gmail.com,True,91.0
"Prosser, Olimpia",olimpia.prosser@ntlworld.com,False,41.0
"Risner, Ossie",ossie.risner@gmail.com,True,11.0
"Bonnett, Odessa",odessa.bonnett@gmail.com,True,64.0
"Cavanagh, Owen",owen.cavanagh@verizon.net,True,50.0
"Harward, Odell",odell.harward@gmail.com,False,99.0
"Knouse, Otto",otto.knouse@shaw.ca,False,100.0
"Oja, Orlando",orlando.oja@hotmail.com,False,100.0
"Palomares, Oswaldo",oswaldo.palomares@hotmail.com,True,55.00000000000001
"Pentecost, Oliva",oliva.pentecost@hotmail.com,False,100.0
"Pothier, Otha",otha.pothier@yahoo.ca,True,80.0
"Rech, Otha",otha.rech@gmail.com,False,94.0
"Shafer, Oswaldo",oswaldo.shafer@shaw.ca,True,15.0
"Speaks, Ora",ora.speaks@bellsouth.net,True,2.0
"Thomas, Oda",oda.thomas@yahoo.com,True,2.0
"Hubbell, Otha",otha.hubbell@yahoo.com,True,20.0
"Hudspeth, Otis",otis.hudspeth@aol.com,True,18.0
"Kwong, Odette",odette.kwong@yahoo.com,True,1.0
"Lozada, Oliver",oliver.lozada@exxonmobil.com,True,31.0
"Lu, Owen",owen.lu@walmart.com,True,6.0
"Mcvey, Omer",omer.mcvey@hotmail.com,False,90.0
"Norrell, Orlando",orlando.norrell@earthlink.net,False,100.0
"Rutan, Ollie",ollie.rutan@ibm.com,False,94.0
"Sain, Oscar",oscar.sain@apple.com,True,80.0
"Southern, Olin",olin.southern@yahoo.com,True,3.0
"Champ, Oliver",oliver.champ@yahoo.com,False,16.0
"Condon, Ossie",ossie.condon@gmail.com,True,62.0
"Darrow, Odell",odell.darrow@outlook.com,True,52.0
"Gratton, Omer",omer.gratton@gmail.com,False,14.000000000000002
"Pasco, Otha",otha.pasco@gmail.com,False,95.0
"Reinhart, Olen",olen.reinhart@yahoo.com,False,99.0
"Brayton, Olivia",olivia.brayton@aol.com,False,94.0
"Hession, Odell",odell.hession@walmart.com,True,23.0
"Kolodziej, Ozie",ozie.kolodziej@gmail.com,True,3.0
"Vieira, Omer",omer.vieira@yahoo.com,False,98.0
"Cubbage, Otha",otha.cubbage@exxonmobil.com,True,46.0
"Hank, Owen",owen.hank@aol.com,False,36.0
"Papadopoulos, Ora",ora.papadopoulos@aol.com,False,100.0
"Renfrow, Odis",odis.renfrow@gmail.com,False,96.0
"Edmondson, Orlando",orlando.edmondson@gmail.com,False,96.0
"Patenaude, Odell",odell.patenaude@gmail.com,True,63.0
"Roehl, Orval",orval.roehl@yahoo.com,False,100.0
"Welter, Onie",onie.welter@gmail.com,False,100.0
"Bee, Otha",otha.bee@hotmail.com,False,100.0
"Genthner, Oswaldo",oswaldo.genthner@gmail.com,False,47.0
"Tasker, Omar",omar.tasker@gmail.com,True,49.0
"Wix, Oralia",oralia.wix@hotmail.com,True,26.0
"Gammill, Omar",omar.gammill@outlook.com,True,17.0
"Hileman, Oscar",oscar.hileman@msn.com,False,99.0
"Lefever, Osvaldo",osvaldo.lefever@aol.com,False,42.0
"Meekins, Omer",omer.meekins@gmail.com,False,64.0
"Reidy, Odilia",odilia.reidy@aol.com,True,82.0
"Kasper, Omar",omar.kasper@earthlink.net,False,68.0
"Lefever, Ozella",ozella.lefever@aol.com,True,30.0
"Procter, Oren",oren.procter@btinternet.com,True,2.0
"Wages, Ola",ola.wages@gmail.com,True,5.0
"Blackshear, Ofelia",ofelia.blackshear@shell.com,True,6.0
"Brunet, Ona",ona.brunet@gmail.com,False,96.0
"Hickok, Olinda",olinda.hickok@gmail.com,True,22.0
"Kavanaugh, Oscar",oscar.kavanaugh@hotmail.com,True,33.0
"Kolar, Orpha",orpha.kolar@aol.com,False,82.0
"Ray, Omar",omar.ray@aol.com,False,100.0
"Vroman, Orville",orville.vroman@gmail.com,False,22.0
"Boger, Olin",olin.boger@hotmail.com,False,99.0
"Capps, Olinda",olinda.capps@aol.com,True,23.0
"Enoch, Oswaldo",oswaldo.enoch@aol.com,True,79.0
"Lingle, Olen",olen.lingle@yahoo.co.in,True,2.0
"Schreck, Oswaldo",oswaldo.schreck@hotmail.com,False,85.0
"Culbreth, Otha",otha.culbreth@yahoo.com,False,100.0
"Dauphin, Otha",otha.dauphin@gmail.com,True,3.0
"Faith, Oliver",oliver.faith@aol.com,True,77.0
"Henry, Oswaldo",oswaldo.henry@hotmail.com,True,3.0
"Mcdermott, Oswaldo",oswaldo.mcdermott@outlook.com,False,97.0
"Rabin, Odell",odell.rabin@gmail.com,False,92.0
"Evan, Otha",otha.evan@gmail.com,False,96.0
"Meacham, Omar",omar.meacham@yahoo.com,False,99.0
"Polen, Oliver",oliver.polen@yahoo.co.uk,True,38.0
"Debord, Orval",orval.debord@btinternet.com,True,64.0
"Folsom, Octavio",octavio.folsom@hotmail.com,False,56.00000000000001
"Gentile, Ollie",ollie.gentile@bp.com,True,1.0
"Golightly, Onita",onita.golightly@yahoo.com,True,67.0
"Lemay, Orville",orville.lemay@gmail.com,True,74.0
"Newcomb, Odell",odell.newcomb@hotmail.com,False,99.0
"Lora, Orval",orval.lora@aol.com,False,64.0
"Mungo, Ola",ola.mungo@gmail.com,False,99.0
"Hooley, Odell",odell.hooley@gmail.com,False,100.0
"Jess, Olen",olen.jess@msn.com,True,12.0
"Mandujano, Oda",oda.mandujano@yahoo.com,False,91.0
"Moorhouse, Otha",otha.moorhouse@aol.com,True,13.0
"Thom, Otha",otha.thom@gmail.com,False,93.0
"Deberry, Oren",oren.deberry@aol.com,True,46.0
"Gillmore, Omar",omar.gillmore@aol.com,False,52.0
"Henthorn, Ora",ora.henthorn@yahoo.com,True,6.0
"Kinder, Odis",odis.kinder@hotmail.com,False,99.0
"Seiler, Odelia",odelia.seiler@microsoft.com,False,19.0
"Tardif, Oren",oren.tardif@gmail.com,False,100.0
"Avilla, Oswaldo",oswaldo.avilla@gmail.com,True,3.0
"Breuer, Omar",omar.breuer@bellsouth.net,False,93.0
"Cruse, Olin",olin.cruse@comcast.net,True,22.0
"Farina, Ollie",ollie.farina@yahoo.com,True,47.0
"Kohlmeier, Oswaldo",oswaldo.kohlmeier@bellsouth.net,False,99.0
"Marriott, Odell",odell.marriott@yahoo.ca,True,38.0
"Carmean, Odell",odell.carmean@yahoo.com,False,89.0
"Downie, Omer",omer.downie@yahoo.com,False,71.0
"Jorgensen, Osvaldo",osvaldo.jorgensen@hotmail.com,False,48.0
"Mullinix, Otto",otto.mullinix@apple.com,False,50.0
"Randles, Oren",oren.randles@hotmail.com,False,98.0
"Sund, Otto",otto.sund@yahoo.ca,True,17.0
"Coffee, Ollie",ollie.coffee@hotmail.com,False,99.0
"Critchfield, Oswaldo",oswaldo.critchfield@yahoo.com,False,99.0
"Dollar, Odelia",odelia.dollar@aol.com,False,100.0
"Mitcham, Orville",orville.mitcham@hotmail.com,False,100.0
"Ochs, Omar",omar.ochs@gmail.com,False,100.0
"Bad, Oma",oma.bad@comcast.net,True,51.0
"Iverson, Odette",odette.iverson@gmail.com,True,20.0
"Jardine, Otto",otto.jardine@yahoo.co.in,False,71.0
"Nice, Onie",onie.nice@yahoo.com,False,100.0
"Sellars, Orval",orval.sellars@yahoo.com,False,99.0
"Teter, Orlando",orlando.teter@yahoo.ca,True,38.0
"Dvorak, Ocie",ocie.dvorak@hotmail.co.uk,False,96.0
"George, Odell",odell.george@gmail.com,False,99.0
"Hallam, Oscar",oscar.hallam@outlook.com,False,67.0
"Laforest, Ossie",ossie.laforest@shaw.ca,False,83.0
"Grose, Orpha",orpha.grose@outlook.com,True,8.0
"Hillery, Onie",onie.hillery@gmail.com,False,99.0
"Pinon, Odell",odell.pinon@hotmail.com,True,17.0
"Arant, Omar",omar.arant@walmart.com,False,95.0
"Hassell, Otelia",otelia.hassell@yahoo.ca,True,54.0
"Thao, Odis",odis.thao@apple.com,False,99.0
"Arias, Pansy",pansy.arias@gmail.com,True,38.0
"Blaney, Ping",ping.blaney@gmail.com,True,5.0
"Callen, Patrica",patrica.callen@aol.com,False,99.0
"Courts, Porfirio",porfirio.courts@sbcglobal.net,False,72.0
"Cruickshank, Priscilla",priscilla.cruickshank@aol.com,False,98.0
"Lindeman, Pamela",pamela.lindeman@hotmail.com,False,100.0
"Mcbee, Pennie",pennie.mcbee@hotmail.com,False,100.0
"Pang, Pandora",pandora.pang@gmail.com,False,98.0
"Partida, Polly",polly.partida@charter.net,True,32.0
"Simonds, Perry",perry.simonds@verizon.net,False,88.0
"Stenberg, Pierre",pierre.stenberg@yahoo.com,False,100.0
"Sand, Patricia",patricia.sand@hotmail.co.uk,False,95.0
"Willmon, Pricilla",pricilla.willmon@gmail.com,False,100.0
"Branco, Phil",phil.branco@verizon.net,False,99.0
"Condron, Phil",phil.condron@yahoo.com,True,14.000000000000002
"Grell, Paris",paris.grell@gmail.com,True,23.0
"Iniguez, Penni",penni.iniguez@yahoo.co.in,True,4.0
"Kittinger, Ping",ping.kittinger@hotmail.com,False,95.0
"Nordstrom, Pricilla",pricilla.nordstrom@aol.com,True,89.0
"Ostlund, Paul",paul.ostlund@cox.net,True,12.0
"Pabon, Providencia",providencia.pabon@gmail.com,True,25.0
"Tart, Pandora",pandora.tart@yahoo.com,False,84.0
"Abrahamson, Pablo",pablo.abrahamson@hotmail.com,False,41.0
"Claire, Preston",preston.claire@hotmail.com,False,100.0
"Evert, Petronila",petronila.evert@gmail.com,False,98.0
"Geise, Pam",pam.geise@bp.com,False,100.0
"Langworthy, Philomena",philomena.langworthy@aol.com,False,98.0
"Maloy, Paris",paris.maloy@gmail.com,False,97.0
"Starkweather, Patricia",patricia.starkweather@hotmail.com,True,94.0
"Walmsley, Porfirio",porfirio.walmsley@yahoo.co.uk,True,27.0
"Gallegos, Palma",palma.gallegos@bellsouth.net,True,35.0
"Goodson, Phebe",phebe.goodson@aol.com,True,48.0
"Hake, Ping",ping.hake@bp.com,True,23.0
"Lamothe, Pierre",pierre.lamothe@exxonmobil.com,False,99.0
"Lazaro, Pete",pete.lazaro@yahoo.com,False,100.0
"Lust, Pasty",pasty.lust@rediffmail.com,False,100.0
"Worthy, Pauletta",pauletta.worthy@yahoo.com,False,86.0
"Dicken, Pearl",pearl.dicken@hotmail.com,False,100.0
"Grote, Pei",pei.grote@hotmail.com,False,100.0
"Liriano, Pete",pete.liriano@gmail.com,True,65.0
"Luman, Pamelia",pamelia.luman@gmail.com,False,100.0
"Lytle, Peter",peter.lytle@gmail.com,False,99.0
"Mccaskill, Pamila",pamila.mccaskill@yahoo.com,False,97.0
"Whittingham, Pedro",pedro.whittingham@gmail.com,False,94.0
"Camper, Paula",paula.camper@comcast.net,False,13.0
"Grandberry, Pat",pat.grandberry@bellsouth.net,True,15.0
"Mccurdy, Philomena",philomena.mccurdy@yahoo.com,True,53.0
"Read, Priscilla",priscilla.read@gmail.com,True,10.0
"Tollison, Pat",pat.tollison@yahoo.com,True,54.0
"Zwick, Prince",prince.zwick@aol.com,False,99.0
"Demaree, Phylicia",phylicia.demaree@outlook.com,False,100.0
"Diorio, Peggie",peggie.diorio@yahoo.ca,False,100.0
"Laub, Pricilla",pricilla.laub@outlook.com,True,20.0
"Lebron, Prudence",prudence.lebron@yahoo.co.in,False,79.0
"Talamantes, Phillip",phillip.talamantes@yahoo.com,True,16.0
"Bear, Perry",perry.bear@hotmail.com,False,100.0
"Bryan, Paul",paul.bryan@shaw.ca,False,100.0
"Haslett, Phillis",phillis.haslett@gmail.com,False,34.0
"Hering, Pennie",pennie.hering@gmail.com,False,98.0
"Honaker, Palmer",palmer.honaker@yahoo.com,True,27.0
"Maberry, Princess",princess.maberry@gmail.com,True,9.0
"Nason, Philip",philip.nason@hotmail.com,False,97.0
"Sitz, Pandora",pandora.sitz@shaw.ca,True,25.0
"Bonnette, Pierre",pierre.bonnette@yahoo.ca,True,23.0
"Deluna, Patrice",patrice.deluna@hotmail.com,True,7.000000000000001
"Lea, Perry",perry.lea@charter.net,False,98.0
"Wager, Pandora",pandora.wager@hotmail.com,False,86.0
"Caprio, Pok",pok.caprio@hotmail.com,False,95.0
"Cargill, Paris",paris.cargill@gmail.com,True,31.0
"Pardee, Piedad",piedad.pardee@gmail.com,False,93.0
"Parkman, Pat",pat.parkman@hotmail.com,False,64.0
"Quinto, Pete",pete.quinto@gmail.com,False,97.0
"Slate, Precious",precious.slate@hotmail.com,False,99.0
"Stickland, Patti",patti.stickland@gmail.com,True,39.0
"Baize, Pia",pia.baize@aol.com,False,100.0
"Bayliss, Peg",peg.bayliss@btinternet.com,False,91.0
"Delph, Peter",peter.delph@cox.net,True,61.0
"Earley, Patricia",patricia.earley@gmail.com,True,67.0
"Kowalski, Pamila",pamila.kowalski@ibm.com,True,26.0
"Quillen, Piedad",piedad.quillen@hotmail.com,True,38.0
"Theis, Phillip",phillip.theis@gmail.com,True,50.0
"Burkes, Pamila",pamila.burkes@gmail.com,True,17.0
"Hathaway, Porter",porter.hathaway@rediffmail.com,False,96.0
"Langton, Pasquale",pasquale.langton@hotmail.com,False,100.0
"Seidl, Patria",patria.seidl@shell.com,False,100.0
"Yutzy, Philomena",philomena.yutzy@gmail.com,False,72.0
"Agostini, Paz",paz.agostini@yahoo.com,False,88.0
"Campa, Providencia",providencia.campa@gmail.com,True,80.0
"Carrillo, Pierre",pierre.carrillo@hotmail.com,False,100.0
"Casselman, Porsha",porsha.casselman@verizon.net,False,99.0
"Dixson, Philip",philip.dixson@gmail.com,False,100.0
"Espinoza, Paul",paul.espinoza@gmail.com,True,28.000000000000004
"Haskin, Pat",pat.haskin@aol.com,False,72.0
"Ordonez, Prince",prince.ordonez@hotmail.com,False,75.0
"Satter, Pete",pete.satter@ntlworld.com,False,99.0
"Sawyer, Phillip",phillip.sawyer@rediffmail.com,True,24.0
"Tufts, Pierre",pierre.tufts@aol.com,True,1.0
"Abel, Pearl",pearl.abel@hotmail.com,False,95.0
"Burge, Patria",patria.burge@bellsouth.net,True,25.0
"Doman, Pearline",pearline.doman@yahoo.com,True,21.0
"Riter, Peg",peg.riter@sbcglobal.net,True,0.0
"Roscoe, Paul",paul.roscoe@yahoo.ca,False,99.0
"Saragosa, Patricia",patricia.saragosa@hotmail.com,False,96.0
"Shoemaker, Phillip",phillip.shoemaker@sbcglobal.net,True,40.0
"Yeh, Porfirio",porfirio.yeh@gmail.com,False,98.0
"Boggs, Patricia",patricia.boggs@gmail.com,True,51.0
"Charette, Pat",pat.charette@hotmail.com,True,5.0
"Fruge, Prince",prince.fruge@comcast.net,True,1.0
"Gowans, Preston",preston.gowans@yahoo.com,True,33.0
"Grainger, Pedro",pedro.grainger@yahoo.com,True,56.99999999999999
"Ice, Priscila",priscila.ice@gmail.com,False,84.0
"Issa, Pasquale",pasquale.issa@walmart.com,False,99.0
"Buller, Prince",prince.buller@msn.com,True,51.0
"Erb, Patsy",patsy.erb@yahoo.com,False,100.0
"Flowers, Paulene",paulene.flowers@aol.com,False,73.0
"Kearns, Peter",peter.kearns@gmail.com,False,98.0
"Mascarenas, Paige",paige.mascarenas@gmail.com,True,53.0
"Phoenix, Percy",percy.phoenix@yahoo.co.uk,False,13.0
"Renshaw, Prince",prince.renshaw@gmail.com,True,69.0
"Schrader, Pierre",pierre.schrader@verizon.net,False,99.0
"See, Pierre",pierre.see@gmail.com,False,86.0
"Stoehr, Porsche",porsche.stoehr@gmail.com,True,46.0
"Ta, Porsche",porsche.ta@verizon.net,False,100.0
"Cephas, Pa",pa.cephas@yahoo.co.in,False,74.0
"Desimone, Pok",pok.desimone@ntlworld.com,True,14.000000000000002
"Espinosa, Ping",ping.espinosa@gmail.com,False,96.0
"Gracey, Pete",pete.gracey@msn.com,False,100.0
"Hamann, Patrick",patrick.hamann@gmail.com,True,30.0
"Moyer, Peggie",peggie.moyer@gmail.com,True,10.0
"Teachout, Penny",penny.teachout@yahoo.com,False,50.0
"Work, Percy",percy.work@gmail.com,False,98.0
"Bigham, Phuong",phuong.bigham@cox.net,False,94.0
"Browning, Pat",pat.browning@gmail.com,True,0.0
"Cerrone, Patricia",patricia.cerrone@hotmail.com,False,57.99999999999999
"Tarbox, Percy",percy.tarbox@gmail.com,True,17.0
"Calle, Phillip",phillip.calle@yahoo.com,False,97.0
"Chappell, Pansy",pansy.chappell@gmail.com,True,2.0
"Edelen, Portia",portia.edelen@walmart.com,False,62.0
"Edmundson, Porter",porter.edmundson@gmail.com,False,100.0
"Lukasik, Pamela",pamela.lukasik@aol.com,True,30.0
"Muirhead, Philip",philip.muirhead@gmail.com,False,99.0
"Popp, Preston",preston.popp@msn.com,True,6.0
"Wafford, Pat",pat.wafford@hotmail.com,True,72.0
"Brauer, Pasquale",pasquale.brauer@earthlink.net,False,84.0
"Broadus, Pat",pat.broadus@gmail.com,True,35.0
"Coulombe, Paul",paul.coulombe@hotmail.co.uk,True,19.0
"Denson, Paulina",paulina.denson@aol.com,False,100.0
"Fell, Pat",pat.fell@bp.com,True,1.0
"Fujii, Pricilla",pricilla.fujii@gmail.com,True,1.0
"Hill, Pedro",pedro.hill@gmail.com,False,98.0
"Hodgson, Priscila",priscila.hodgson@gmail.com,True,3.0
"Oldfield, Pablo",pablo.oldfield@hotmail.com,True,7.000000000000001
"Roane, Phoebe",phoebe.roane@bp.com,False,100.0
"Vega, Pamala",pamala.vega@shell.com,False,100.0
"Appel, Phylicia",phylicia.appel@gmail.com,False,99.0
"Bazile, Paris",paris.bazile@gmail.com,False,76.0
"Crossen, Preston",preston.crossen@yahoo.ca,False,98.0
